dataset,experiment,feature,feature_norm,unit,median,q1,q3,guideline,rel_error,hit_10pct,hit_20pct,N
UCI_CTG_NSPbin,lgo_hard,NSP,nsp,nan,1.661719871273386,1.476852941857806,1.9020179533762616,,,0,0,1
