dataset,primary_metric,base_median,lgo_soft_median,lgo_hard_median,base_IQR,lgo_soft_IQR,lgo_hard_IQR,n_base,n_soft,n_hard
UCI_Heart_Cleveland_num,R2,0.48599243270999826,0.4537664992284678,0.50959776222765,0.061397492895129635,0.07568301149553514,0.12857481891491374,10,10,10
