dataset,method,experiment,n_models,n_with_gates,prop_with_gates,gates_median,gates_q1,gates_q3,complexity_median,complexity_q1,complexity_q3,score_median
ICU_composite_risk_score,lgo,base,100,0,0.0,0.0,0.0,0.0,36.0,30.5,41.5,0.6447002534244614
ICU_composite_risk_score,lgo,lgo_hard,100,90,0.9,4.0,3.0,7.0,52.5,48.0,55.0,0.6223415063531867
ICU_composite_risk_score,lgo,lgo_soft,100,100,1.0,10.0,6.0,13.0,67.75,34.0,77.4,0.976685554066411
