dataset,method,experiment,n_models,n_with_gates,prop_with_gates,gates_median,gates_q1,gates_q3,complexity_median,complexity_q1,complexity_q3,score_median
NHANES_metabolic_score,lgo,base,100,0,0.0,0.0,0.0,0.0,52.25,45.0,56.0,0.5016160306258524
NHANES_metabolic_score,lgo,lgo_hard,100,100,1.0,6.0,3.0,8.0,54.5,49.5,75.5,0.4115019259678192
NHANES_metabolic_score,lgo,lgo_soft,100,100,1.0,12.0,10.0,22.25,76.85,68.5,120.1,0.6837066016688662
