dataset,method,experiment,n_models,n_with_gates,prop_with_gates,gates_median,gates_q1,gates_q3,complexity_median,complexity_q1,complexity_q3,score_median
NHANES_metabolic_score,lgo_base,base,8,0,0.0,0.0,0.0,0.0,30.75,21.625,40.75,0.6406700095
NHANES_metabolic_score,lgo_lgo_hard,lgo_hard,8,8,1.0,5.0,3.75,6.75,45.25,40.5,57.25,0.47631108899999997
NHANES_metabolic_score,lgo_lgo_soft,lgo_soft,9,9,1.0,14.0,8.0,21.0,89.1,43.0,110.0,0.768331461
