dataset,method,experiment,AUPRC_median,AUPRC_IQR,AUPRC_mean,AUPRC_std,AUPRC_n,AUROC_median,AUROC_IQR,AUROC_mean,AUROC_std,AUROC_n,Brier_median,Brier_IQR,Brier_mean,Brier_std,Brier_n
UCI_CTG_NSPbin,lgo,base,1.0,0.0,1.0,0.0,10,1.0,0.0,1.0,0.0,10,0.2107957086480757,0.0,0.2107957086480757,2.925694557147251e-17,10
UCI_CTG_NSPbin,lgo,lgo_hard,1.0,0.0,1.0,0.0,10,1.0,0.0,1.0,0.0,10,0.2107957086480757,0.0,0.2107957086480757,2.925694557147251e-17,10
UCI_CTG_NSPbin,lgo,lgo_soft,1.0,0.0,1.0,0.0,10,1.0,0.0,1.0,0.0,10,0.2107957086480757,0.0,0.21079570861173974,1.1490436583882189e-10,10
UCI_CTG_NSPbin,operon,base,1.0,0.0,0.9220657276995304,0.24644980825725402,10,1.0,0.0,0.95,0.15811388300841897,10,0.2107956288246343,1.2924381981305189e-06,0.2301840636140696,0.07268969255999824,10
UCI_CTG_NSPbin,pstree,base,0.5198185013452158,0.026852710437036298,0.5256910754775069,0.032285182709743725,7,0.7634260446039478,0.01554088695206357,0.7663236532757169,0.013270302902785708,7,0.3891999275547042,0.010189887847643742,0.38772357491735654,0.01737910881176906,7
UCI_CTG_NSPbin,pysr,base,1.0,0.0,1.0,0.0,10,1.0,0.0,1.0,0.0,10,0.21079572402484195,2.5296333860946874e-08,0.21079572985916833,3.7858773986510454e-08,10
UCI_CTG_NSPbin,rils_rols,base,0.22460763988778032,0.13198649661084919,0.2877945190217487,0.11636455090230065,10,0.5,0.054224878236349694,0.5171542553191489,0.1418410230694604,10,0.2996308382560236,0.1041132281633721,0.33340328420512944,0.1731794614307806,10
