dataset,method,experiment,gate_type,feature,unit,mu,sigma,count,b_z_median,b_z_q1,b_z_q3,b_raw_median,b_raw_q1,b_raw_q3,n_dynamic
UCI_CTG_NSPbin,lgo,lgo_hard,lgo_thre,FM,,7.174035747883349,36.16637112257158,9,-1.5262321072028826,-1.5262321072028826,-1.5262321072028826,-48.024241060400556,-48.024241060400556,-48.024241060400556,8
UCI_CTG_NSPbin,lgo,lgo_hard,lgo_thre,MeanHist,,134.60941909689558,15.571747439653585,1,-1.1289640705290243,-1.1289640705290243,-1.1289640705290243,117.02947572217435,117.02947572217435,117.02947572217435,0
UCI_CTG_NSPbin,lgo,lgo_hard,lgo_thre,NSP,,1.304327375352775,0.6142323403207726,61,-0.4355837205279249,-0.4355837205279249,-0.16399405996691316,1.0367777672872784,1.0367777672872784,1.203596920100593,51
UCI_CTG_NSPbin,lgo,lgo_hard,lgo_thre,one,,,,1,1.2677375797982493,1.2677375797982493,1.2677375797982493,,,,0
UCI_CTG_NSPbin,lgo,lgo_hard,lgo_thre,unknown,,,,1,,,,,,,1
UCI_CTG_NSPbin,lgo,lgo_hard,lgo_thre,zero,,,,5,0.26039236531299664,0.13217255741302475,0.3886121732129685,,,,3
