dataset,method,experiment,rank,expr,complexity,cv_metric,seed
UCI_CTG_NSPbin,lgo,base,1,"sqrt(sqrt(add(zero, pow(id(NSP), sqrt(-0.7413843128572858)))))",7.5,0.0,1
UCI_CTG_NSPbin,lgo,base,2,"sqrt(mul(sub(pow(zero, -0.37630815672208845), sub(zero, one)), pow(sqrt(id(idF(idF(NSP)))), zero)))",10.0,0.0,1
UCI_CTG_NSPbin,lgo,base,3,"sqrt(add(pow(id(NSP), sqrt(-0.7413843128572858)), sqrt(mul(add(zero, zero), sqrt(zero)))))",11.0,0.0,1
UCI_CTG_NSPbin,lgo,base,4,"sqrt(sqrt(mul(sub(pow(zero, -0.37630815672208845), sub(zero, one)), pow(sqrt(id(idF(NSP))), zero))))",11.5,0.0,1
UCI_CTG_NSPbin,lgo,base,5,"add(sqrt(zero), sqrt(sqrt(sqrt(sqrt(pow(id(NSP), sqrt(-0.7413843128572858)))))))",12.0,0.0,1
UCI_CTG_NSPbin,lgo,base,6,"sqrt(add(mul(one, zero), sqrt(sqrt(mul(sub(pow(zero, -0.37630815672208845), sub(zero, one)), pow(id(idF(NSP)), add(zero, zero)))))))",14.5,0.0,1
UCI_CTG_NSPbin,lgo,base,7,"sqrt(mul(sub(pow(zero, mul(sqrt(zero), log(mul(sqrt(-0.7962485712115029), sub(-1.2591480949990894, 1.9191607451537789))))), sub(zero, one)), pow(id(idF(idF(NSP))), zero)))",16.0,0.0,1
UCI_CTG_NSPbin,lgo,base,8,"sqrt(mul(sub(pow(zero, mul(sqrt(zero), log(mul(sqrt(-0.7962485712115029), sub(-1.2591480949990894, 1.9191607451537789))))), sub(zero, one)), pow(id(NSP), sqrt(zero))))",17.5,0.0,1
UCI_CTG_NSPbin,lgo,base,9,"sqrt(mul(sub(log(sqrt(one)), sub(zero, one)), pow(id(NSP), sub(zero, mul(sqrt(zero), log(mul(sqrt(-0.7962485712115029), sub(-1.2591480949990894, 1.9191607451537789))))))))",18.0,0.0,1
UCI_CTG_NSPbin,lgo,base,10,"sqrt(add(pow(id(idF(NSP)), mul(sqrt(zero), log(0.003952749513052885))), sqrt(pow(log(mul(sqrt(log(-0.938351539483584)), pow(-0.7962485712115029, sub(one, zero)))), mul(pow(id(idF(MeanHist)), pow(sqrt(zero), div(0.3699707014259643, zero))), log(sqrt(div(one, 1.0423693769104052))))))))",33.0,0.0,1
UCI_CTG_NSPbin,lgo,base,11,"sqrt(sqrt(add(zero, sqrt(sqrt(div(sqrt(id(idF(NSP))), sqrt(id(idF(NSP)))))))))",11.5,0.0,13
UCI_CTG_NSPbin,lgo,base,12,"sqrt(add(add(zero, zero), sqrt(sqrt(sqrt(sqrt(div(sqrt(id(idF(NSP))), sqrt(id(idF(NSP))))))))))",14.0,0.0,13
UCI_CTG_NSPbin,lgo,base,13,"sqrt(add(mul(id(idF(ALTV)), zero), sqrt(sqrt(sqrt(sqrt(div(sqrt(id(idF(NSP))), sqrt(id(NSP)))))))))",14.0,0.0,13
UCI_CTG_NSPbin,lgo,base,14,"sqrt(add(mul(add(0.6210837097362776, zero), zero), sqrt(sqrt(sqrt(sqrt(div(sqrt(id(idF(NSP))), sqrt(id(idF(NSP))))))))))",15.0,0.0,13
UCI_CTG_NSPbin,lgo,base,15,"sqrt(add(mul(pow(zero, id(NSP)), zero), sqrt(sqrt(sqrt(sqrt(div(sqrt(id(idF(NSP))), sqrt(id(idF(NSP))))))))))",16.0,0.0,13
UCI_CTG_NSPbin,lgo,base,16,"sqrt(add(mul(sqrt(sqrt(id(idF(NSP)))), zero), sqrt(sqrt(sqrt(sqrt(div(sqrt(id(idF(NSP))), sqrt(id(idF(NSP))))))))))",17.0,0.0,13
UCI_CTG_NSPbin,lgo,base,17,"sqrt(sqrt(add(zero, sqrt(sqrt(sub(pow(sqrt(sqrt(id(NSP))), zero), sqrt(pow(div(zero, -0.2206493674640152), add(0.6210837097362776, div(zero, -0.2206493674640152))))))))))",20.5,0.0,13
UCI_CTG_NSPbin,lgo,base,18,"sqrt(add(mul(mul(log(one), log(pow(id(idF(idF(idF(LB)))), sqrt(0.9120959042170734)))), zero), sqrt(sqrt(sqrt(sqrt(div(sqrt(id(idF(NSP))), sqrt(id(NSP)))))))))",21.5,0.0,13
UCI_CTG_NSPbin,lgo,base,19,"sqrt(add(mul(mul(log(one), log(pow(id(idF(idF(NSP))), sqrt(0.9120959042170734)))), zero), sqrt(sqrt(sqrt(sqrt(div(sqrt(id(idF(NSP))), sqrt(id(idF(NSP))))))))))",21.5,0.0,13
UCI_CTG_NSPbin,lgo,base,20,"sqrt(sqrt(add(zero, sqrt(sqrt(sub(pow(sqrt(sqrt(id(NSP))), mul(pow(-1.1082912171721935, id(NSP)), zero)), sqrt(pow(div(zero, -0.2206493674640152), add(0.6210837097362776, div(zero, -0.2206493674640152))))))))))",23.5,0.0,13
UCI_CTG_NSPbin,lgo,base,21,"sqrt(sqrt(add(zero, sqrt(sqrt(div(sqrt(id(idF(NSP))), sqrt(id(idF(NSP)))))))))",11.5,0.0,2
UCI_CTG_NSPbin,lgo,base,22,"sqrt(add(add(zero, zero), sqrt(sqrt(sqrt(sqrt(div(sqrt(id(idF(NSP))), sqrt(id(idF(NSP))))))))))",14.0,0.0,2
UCI_CTG_NSPbin,lgo,base,23,"sqrt(add(mul(id(idF(ALTV)), zero), sqrt(sqrt(sqrt(sqrt(div(sqrt(id(idF(NSP))), sqrt(id(NSP)))))))))",14.0,0.0,2
UCI_CTG_NSPbin,lgo,base,24,"sqrt(add(mul(add(0.6210837097362776, zero), zero), sqrt(sqrt(sqrt(sqrt(div(sqrt(id(idF(NSP))), sqrt(id(idF(NSP))))))))))",15.0,0.0,2
UCI_CTG_NSPbin,lgo,base,25,"sqrt(add(mul(pow(zero, id(NSP)), zero), sqrt(sqrt(sqrt(sqrt(div(sqrt(id(idF(NSP))), sqrt(id(idF(NSP))))))))))",16.0,0.0,2
UCI_CTG_NSPbin,lgo,base,26,"sqrt(add(mul(sqrt(sqrt(id(idF(NSP)))), zero), sqrt(sqrt(sqrt(sqrt(div(sqrt(id(idF(NSP))), sqrt(id(idF(NSP))))))))))",17.0,0.0,2
UCI_CTG_NSPbin,lgo,base,27,"sqrt(sqrt(add(zero, sqrt(sqrt(sub(pow(sqrt(sqrt(id(NSP))), zero), sqrt(pow(div(zero, -0.2206493674640152), add(0.6210837097362776, div(zero, -0.2206493674640152))))))))))",20.5,0.0,2
UCI_CTG_NSPbin,lgo,base,28,"sqrt(add(mul(mul(log(one), log(pow(id(idF(idF(idF(LB)))), sqrt(0.9120959042170734)))), zero), sqrt(sqrt(sqrt(sqrt(div(sqrt(id(idF(NSP))), sqrt(id(NSP)))))))))",21.5,0.0,2
UCI_CTG_NSPbin,lgo,base,29,"sqrt(add(mul(mul(log(one), log(pow(id(idF(idF(NSP))), sqrt(0.9120959042170734)))), zero), sqrt(sqrt(sqrt(sqrt(div(sqrt(id(idF(NSP))), sqrt(id(idF(NSP))))))))))",21.5,0.0,2
UCI_CTG_NSPbin,lgo,base,30,"sqrt(sqrt(add(zero, sqrt(sqrt(sub(pow(sqrt(sqrt(id(NSP))), mul(pow(-1.1082912171721935, id(NSP)), zero)), sqrt(pow(div(zero, -0.2206493674640152), add(0.6210837097362776, div(zero, -0.2206493674640152))))))))))",23.5,0.0,2
UCI_CTG_NSPbin,lgo,base,31,"sqrt(add(pow(sqrt(id(NSP)), zero), sqrt(zero)))",7.5,0.0,21
UCI_CTG_NSPbin,lgo,base,32,"sqrt(add(pow(sqrt(id(idF(NSP))), zero), pow(zero, -0.37630815672208845)))",8.0,0.0,21
UCI_CTG_NSPbin,lgo,base,33,"sqrt(add(pow(sqrt(id(NSP)), zero), mul(pow(-1.1082912171721935, id(idF(NSP))), zero)))",9.0,0.0,21
UCI_CTG_NSPbin,lgo,base,34,"sqrt(add(pow(sqrt(id(NSP)), zero), pow(zero, mul(zero, -1.298646294619465))))",9.0,0.0,21
UCI_CTG_NSPbin,lgo,base,35,"sqrt(add(pow(sqrt(id(NSP)), zero), pow(zero, sub(1.2313380253419495, zero))))",9.0,0.0,21
