dataset,task,method,experiment,seed,split,check,status,value,threshold,notes
UCI_HydraulicSys_fault_score,regression,rils_rols,base,2,0,anomaly_scan_raw_pred,OK,,,"nan=False, inf=False, const=False, sentinel>=1000000.0=False, huge>=10000.0=False"
UCI_HydraulicSys_fault_score,regression,rils_rols,base,2,0,metrics_guard_RMSE_ge_MAE,OK,0.009498608468762916,>= 0,
UCI_HydraulicSys_fault_score,regression,rils_rols,base,2,0,native_vs_computed_RMSE,OK,5.143456433542859e-07,<= 0.01,"native=0.038785, computed=0.038785"
UCI_HydraulicSys_fault_score,regression,rils_rols,base,3,0,anomaly_scan_raw_pred,OK,,,"nan=False, inf=False, const=False, sentinel>=1000000.0=False, huge>=10000.0=False"
UCI_HydraulicSys_fault_score,regression,rils_rols,base,3,0,metrics_guard_RMSE_ge_MAE,OK,0.015512896349710259,>= 0,
UCI_HydraulicSys_fault_score,regression,rils_rols,base,3,0,native_vs_computed_RMSE,OK,1.4264147501844016e-06,<= 0.01,"native=0.041978, computed=0.041976"
UCI_HydraulicSys_fault_score,regression,rils_rols,base,5,0,anomaly_scan_raw_pred,OK,,,"nan=False, inf=False, const=False, sentinel>=1000000.0=False, huge>=10000.0=False"
UCI_HydraulicSys_fault_score,regression,rils_rols,base,5,0,metrics_guard_RMSE_ge_MAE,OK,0.010801781340166565,>= 0,
UCI_HydraulicSys_fault_score,regression,rils_rols,base,5,0,native_vs_computed_RMSE,OK,0.0001846566428533869,<= 0.01,"native=0.040437, computed=0.040253"
UCI_HydraulicSys_fault_score,regression,rils_rols,base,8,0,anomaly_scan_raw_pred,OK,,,"nan=False, inf=False, const=False, sentinel>=1000000.0=False, huge>=10000.0=False"
UCI_HydraulicSys_fault_score,regression,rils_rols,base,8,0,metrics_guard_RMSE_ge_MAE,OK,0.008080789783297102,>= 0,
UCI_HydraulicSys_fault_score,regression,rils_rols,base,8,0,native_vs_computed_RMSE,OK,2.7553672369853843e-05,<= 0.01,"native=0.036720, computed=0.036692"
UCI_HydraulicSys_fault_score,regression,rils_rols,base,13,0,anomaly_scan_raw_pred,OK,,,"nan=False, inf=False, const=False, sentinel>=1000000.0=False, huge>=10000.0=False"
UCI_HydraulicSys_fault_score,regression,rils_rols,base,13,0,metrics_guard_RMSE_ge_MAE,OK,0.016826002895410513,>= 0,
UCI_HydraulicSys_fault_score,regression,rils_rols,base,13,0,native_vs_computed_RMSE,OK,0.0013271715847799348,<= 0.01,"native=0.047489, computed=0.046162"
UCI_HydraulicSys_fault_score,regression,rils_rols,base,21,0,anomaly_scan_raw_pred,OK,,,"nan=False, inf=False, const=False, sentinel>=1000000.0=False, huge>=10000.0=False"
UCI_HydraulicSys_fault_score,regression,rils_rols,base,21,0,metrics_guard_RMSE_ge_MAE,OK,0.012803028226921743,>= 0,
UCI_HydraulicSys_fault_score,regression,rils_rols,base,21,0,native_vs_computed_RMSE,OK,0.0016660737080967034,<= 0.01,"native=0.040511, computed=0.038845"
UCI_HydraulicSys_fault_score,regression,rils_rols,base,34,0,anomaly_scan_raw_pred,OK,,,"nan=False, inf=False, const=False, sentinel>=1000000.0=False, huge>=10000.0=False"
UCI_HydraulicSys_fault_score,regression,rils_rols,base,34,0,metrics_guard_RMSE_ge_MAE,OK,0.008725813474133898,>= 0,
UCI_HydraulicSys_fault_score,regression,rils_rols,base,34,0,native_vs_computed_RMSE,OK,0.005512318868779467,<= 0.01,"native=0.037988, computed=0.032476"
UCI_HydraulicSys_fault_score,regression,rils_rols,base,55,0,anomaly_scan_raw_pred,OK,,,"nan=False, inf=False, const=False, sentinel>=1000000.0=False, huge>=10000.0=False"
UCI_HydraulicSys_fault_score,regression,rils_rols,base,55,0,metrics_guard_RMSE_ge_MAE,OK,0.009484869243168253,>= 0,
UCI_HydraulicSys_fault_score,regression,rils_rols,base,55,0,native_vs_computed_RMSE,OK,0.0,<= 0.01,"native=0.038266, computed=0.038266"
UCI_HydraulicSys_fault_score,regression,rils_rols,base,89,0,anomaly_scan_raw_pred,OK,,,"nan=False, inf=False, const=False, sentinel>=1000000.0=False, huge>=10000.0=False"
UCI_HydraulicSys_fault_score,regression,rils_rols,base,89,0,metrics_guard_RMSE_ge_MAE,OK,0.02090901011305395,>= 0,
UCI_HydraulicSys_fault_score,regression,rils_rols,base,89,0,native_vs_computed_RMSE,OK,0.0010440545126072162,<= 0.01,"native=0.048803, computed=0.047759"
