dataset,primary_metric,base_median,lgo_soft_median,lgo_hard_median,base_IQR,lgo_soft_IQR,lgo_hard_IQR,n_base,n_soft,n_hard
UCI_HydraulicSys_fault_score,R2,0.6036413875278384,0.5221629603202019,0.36302399787149897,0.10871496161418526,0.2617394838455408,0.5137482102968579,10,10,10
