dataset,method,experiment,n_models,n_with_gates,prop_with_gates,gates_median,gates_q1,gates_q3,complexity_median,complexity_q1,complexity_q3,score_median
UCI_Heart_Cleveland_num,lgo,base,100,0,0.0,0.0,0.0,0.0,25.75,14.0,35.5,0.5871993324888642
UCI_Heart_Cleveland_num,lgo,lgo_hard,100,50,0.5,0.5,0.0,1.0,26.0,19.5,40.5,0.5968585719239408
UCI_Heart_Cleveland_num,lgo,lgo_soft,100,100,1.0,10.0,6.0,16.25,59.75,40.0,118.8,0.579946131246961
