phase,duration_s,method,seed,split
fit,10.602951049804688,lgo,1,0
fit,22.91557478904724,lgo,1,0
fit,12.417802333831787,lgo,1,0
fit,8.993634223937988,pysr,1,0
fit,0.13420414924621582,operon,1,0
fit,8.352296113967896,lgo,2,0
fit,12.834754228591919,lgo,2,0
fit,6.324140787124634,lgo,2,0
fit,2.9915952682495117,pysr,2,0
fit,0.1606292724609375,operon,2,0
fit,8.059371948242188,lgo,3,0
fit,17.226939916610718,lgo,3,0
fit,7.368370532989502,lgo,3,0
fit,2.9303219318389893,pysr,3,0
fit,0.16399908065795898,operon,3,0
fit,6.569668769836426,lgo,5,0
fit,20.51433563232422,lgo,5,0
fit,8.89962124824524,lgo,5,0
fit,2.9776010513305664,pysr,5,0
fit,0.16125869750976562,operon,5,0
fit,6.081110954284668,lgo,8,0
fit,15.154668807983398,lgo,8,0
fit,7.603553295135498,lgo,8,0
fit,2.9826571941375732,pysr,8,0
fit,0.15292668342590332,operon,8,0
fit,10.070775508880615,lgo,13,0
fit,12.097445487976074,lgo,13,0
fit,9.277231454849243,lgo,13,0
fit,3.011831045150757,pysr,13,0
fit,0.1527693271636963,operon,13,0
fit,10.472768306732178,lgo,21,0
fit,13.905776023864746,lgo,21,0
fit,12.27897834777832,lgo,21,0
fit,2.9716274738311768,pysr,21,0
fit,0.15799736976623535,operon,21,0
fit,5.589219808578491,lgo,34,0
fit,11.218015909194946,lgo,34,0
fit,8.839082717895508,lgo,34,0
fit,2.9585938453674316,pysr,34,0
fit,0.1536426544189453,operon,34,0
fit,13.50381851196289,lgo,55,0
fit,25.84972381591797,lgo,55,0
fit,7.959746599197388,lgo,55,0
fit,3.007927656173706,pysr,55,0
fit,0.15250229835510254,operon,55,0
fit,9.007330417633057,lgo,89,0
fit,14.720636129379272,lgo,89,0
fit,5.904123544692993,lgo,89,0
fit,2.912947654724121,pysr,89,0
fit,0.16123747825622559,operon,89,0
fit,150.2848038673401,pstree,1,0
fit,149.415354013443,pstree,2,0
fit,152.05012130737305,pstree,3,0
fit,149.45886969566345,pstree,5,0
fit,152.10648846626282,pstree,8,0
fit,151.42224287986755,pstree,13,0
fit,145.83206367492676,pstree,21,0
fit,133.15496945381165,pstree,34,0
fit,135.4809489250183,pstree,55,0
fit,133.1924569606781,pstree,89,0
fit,27.137206077575684,rils_rols,1,0
fit,29.971644163131714,rils_rols,2,0
fit,32.157219648361206,rils_rols,3,0
fit,34.78119969367981,rils_rols,5,0
fit,37.77960157394409,rils_rols,8,0
fit,45.41983151435852,rils_rols,13,0
fit,46.063719749450684,rils_rols,21,0
fit,46.685991048812866,rils_rols,34,0
fit,53.14255976676941,rils_rols,55,0
fit,50.61572575569153,rils_rols,89,0
