dataset,method,experiment,gate_type,feature,unit,mu,sigma,count,b_z_median,b_z_q1,b_z_q3,b_raw_median,b_raw_q1,b_raw_q3,n_dynamic
UCI_CTG_NSPbin,lgo,lgo_hard,lgo_thre,NSP,,1.304327375352775,0.6142323403207726,60,0.973069209790147,0.3392956755350377,1.0495839817280999,1.9020179533762618,1.512733752197379,1.9490158008128207,46
UCI_CTG_NSPbin,lgo,lgo_hard,lgo_thre,one,,,,11,1.720455581253341,1.3100431191310136,1.720455581253341,,,,3
UCI_CTG_NSPbin,lgo,lgo_hard,lgo_thre,unknown,,,,3,0.39170543065782376,0.39170543065782376,0.39170543065782376,,,,0
UCI_CTG_NSPbin,lgo,lgo_hard,lgo_thre,zero,,,,8,0.6687942919012956,0.6687942919012956,0.6687942919012956,,,,0
