dataset,method,experiment,n_models,n_with_gates,prop_with_gates,gates_median,gates_q1,gates_q3,complexity_median,complexity_q1,complexity_q3,score_median
UCI_HydraulicSys_fault_score,lgo,base,100,0,0.0,0.0,0.0,0.0,38.5,31.0,48.0,0.0119206316981505
UCI_HydraulicSys_fault_score,lgo,lgo_hard,100,100,1.0,3.0,3.0,5.0,33.5,25.5,51.5,0.0118248243193335
UCI_HydraulicSys_fault_score,lgo,lgo_soft,100,100,1.0,13.0,9.0,20.0,62.099999999999994,56.8,128.2,0.01573043088777085
